Number 	 Coatingof 	 umat 	 c 	 psi 	 theta 	 phi 	 a1 	 a2 	 a3 	 nprops 	 nstatev 	 props
0	0	ELISO	0.57508	0	0	0	1	1	1	3	0	3449.64	0.292263	0
1	0	ELIST	0	0	0	0	30	1	1	8	0	1	80992.3	80889.1	0.249685	0.250181	32361.1	0	0
2	1	ELIST	0.42492	0	0	0	30	1	1	8	0	1	231977	41831.3	0.0502028	-0.36687	4979.47	0	0
