0	0	0	0
1	0.01	0	0.308150052
2	0.02	0	0.70355637
3	0.03	0	1.183402956
4	0.04	0	1.743817757
5	0.05	0	2.380928719
6	0.06	0	3.090863789
7	0.07	0	3.869750914
8	0.08	0	4.713718041
9	0.09	0	5.618893116
10	0.1	0	6.581404085
11	0.11	0	7.597378897
12	0.12	0	8.662568125
13	0.13	0	9.771212859
14	0.14	0	10.91717682
15	0.15	0	12.09432372
16	0.16	0	13.29651727
17	0.17	0	14.51762121
18	0.18	0	15.75149924
19	0.19	0	16.99201508
20	0.2	0	18.23303245
21	0.21	0	19.46841507
22	0.22	0	20.69257896
23	0.23	0	21.90214938
24	0.24	0	23.0943039
25	0.25	0	24.26622009
26	0.26	0	25.41507551
27	0.27	0	26.53804773
28	0.28	0	27.63231432
29	0.29	0	28.69505284
30	0.3	0	29.72344087
31	0.31	0	30.71465597
32	0.32	0	31.6658488
33	0.33	0	32.57406246
34	0.34	0	33.43631313
35	0.35	0	34.24961699
36	0.36	0	35.01099024
37	0.37	0	35.71744906
38	0.38	0	36.36600963
39	0.39	0	36.95368814
40	0.4	0	37.47750079
41	0.41	0	37.93446375
42	0.42	0	38.32191212
43	0.43	0	38.63845664
44	0.44	0	38.88302697
45	0.45	0	39.05455274
46	0.46	0	39.15196362
47	0.47	0	39.17418925
48	0.48	0	39.12015928
49	0.49	0	38.98880336
50	0.5	0	38.77905113
51	0.51	0	38.48983226
52	0.52	0	38.12077144
53	0.53	0	37.67427357
54	0.54	0	37.1534386
55	0.55	0	36.56136648
56	0.56	0	35.90115716
57	0.57	0	35.1759106
58	0.58	0	34.38872674
59	0.59	0	33.54270553
60	0.6	0	32.64094692
61	0.61	0	31.68655087
62	0.62	0	30.68257275
63	0.63	0	29.63188961
64	0.64	0	28.53733393
65	0.65	0	27.40173819
66	0.66	0	26.22793488
67	0.67	0	25.01875648
68	0.68	0	23.77703545
69	0.69	0	22.50560428
70	0.7	0	21.20729546
71	0.71	0	19.88494145
72	0.72	0	18.54259354
73	0.73	0	17.18917815
74	0.74	0	15.8348405
75	0.75	0	14.48972582
76	0.76	0	13.16397933
77	0.77	0	11.86774625
78	0.78	0	10.61117181
79	0.79	0	9.404401222
80	0.8	0	8.257579715
81	0.81	0	7.180852509
82	0.82	0	6.182311104
83	0.83	0	5.261832103
84	0.84	0	4.417238385
85	0.85	0	3.646352831
86	0.86	0	2.946998319
87	0.87	0	2.316997729
88	0.88	0	1.754173941
89	0.89	0	1.256349834
90	0.9	0	0.821348287
91	0.91	0	0.446992182
92	0.92	0	0.13171374
93	0.93	0	-0.123617438
94	0.94	0	-0.317522408
95	0.95	0	-0.448522226
96	0.96	0	-0.515137947
97	0.97	0	-0.515890629
98	0.98	0	-0.449301327
99	0.99	0	-0.313891097
100	1	0	-0.108180995
101	1.01	0	0.169307923
102	1.02	0	0.519948633
103	1.03	0	0.944690238
104	1.04	0	1.444375872
105	1.05	0	2.01984867
106	1.06	0	2.671951766
107	1.07	0	3.401528296
108	1.08	0	4.209421395
109	1.09	0	5.096474196
110	1.1	0	6.063529834
111	1.11	0	7.111431445
112	1.12	0	8.238892901
113	1.13	0	9.436111033
114	1.14	0	10.69115341
115	1.15	0	11.9920876
116	1.16	0	13.32698117
117	1.17	0	14.68390169
118	1.18	0	16.05091673
119	1.19	0	17.41609386
120	1.2	0	18.76750064
121	1.21	0	20.09320465
122	1.22	0	21.3831626
123	1.23	0	22.63488778
124	1.24	0	23.84778266
125	1.25	0	25.02124966
126	1.26	0	26.15469124
127	1.27	0	27.24750985
128	1.28	0	28.29910792
129	1.29	0	29.30888791
130	1.3	0	30.27625226
131	1.31	0	31.20060342
132	1.32	0	32.08119252
133	1.33	0	32.91666549
134	1.34	0	33.70551693
135	1.35	0	34.44624146
136	1.36	0	35.13733368
137	1.37	0	35.77728821
138	1.38	0	36.36459966
139	1.39	0	36.89776264
140	1.4	0	37.37527175
141	1.41	0	37.79562162
142	1.42	0	38.15734192
143	1.43	0	38.45910266
144	1.44	0	38.69960891
145	1.45	0	38.87756575
146	1.46	0	38.99167825
147	1.47	0	39.04065149
148	1.48	0	39.02319054
149	1.49	0	38.93800048
150	1.5	0	38.78378638
151	1.51	0	38.55925333
152	1.52	0	38.26304797
153	1.53	0	37.89358328
154	1.54	0	37.44921383
155	1.55	0	36.92829417
156	1.56	0	36.32917887
157	1.57	0	35.65022248
158	1.58	0	34.88977956
159	1.59	0	34.04620468
160	1.6	0	33.11785239
161	1.61	0	32.10307726
162	1.62	0	31.00251507
163	1.63	0	29.82592654
164	1.64	0	28.58535363
165	1.65	0	27.29283827
166	1.66	0	25.96042243
167	1.67	0	24.60014804
168	1.68	0	23.22405706
169	1.69	0	21.84419144
170	1.7	0	20.47259312
171	1.71	0	19.12130406
